name,lastrevid
Bonifacio Pinedo,1013870027
Julio Pinedo,1013509802
José Mariano Serrano,1102912474
Moisés Torres (politician),1103547860
Fernando Vargas Mosua,1113961954
Jaime de Zudáñez,1057374473
Elvira Abdić-Jelenović,1092410267
Mehmed Alajbegović,1090097632
Boško Baškot,945729760
Hasan Brkić,1108766075
Salko Bukvarević,1103476585
Mirsad Ćeman,1059620444
Selmo Cikotić,1109891116
Sabina Ćudić,1109170821
Milorad Dodik,1115334252
Dženan Đonlagić,1023971751
Nijaz Duraković,1115514419
Edin Forto,1114128635
Dževad Galijašević,1080524051
Josip Grubeša,1078976634
Ankica Gudeljević,1109892248
Muhamed Hadžijamaković,1069745508
Mirsad Hadžikadić,1114039434
Sanjin Halimović,1098646648
Husein Miljković,1098413355
Jasmin Imamović,1060821223
Alija Izetbegović,1114046666
Adamir Jerković,1070639895
Esed Kadrić,1099964892
Mehmed Kapetanović,1074875734
Salmir Kaplan,1095054536
Osman Karabegović,1027401183
Fuad Kasumović,1083608363
Rudi Kolak,1059610572
Ivo Komšić,1114461162
Rusmir Mahmutćehajić,1101508210
Ante Marković,1107391428
Amor Mašović,1060006575
Dragan Mektić,1115510719
Ademaga Mešić,1095848757
Jelka Miličević,1040936683
Abdulah Mutapčić,1006720652
Abdulah Nakaš,1102636519
Mario Nenadić,1111446400
Damir Nikšić,1096462723
Ismet Popovac,1115247176
Hakija Pozderac,963175504
Hamdija Pozderac,1045803709
Nurija Pozderac,1056889716
Đuro Pucar,1052519383
Fahrudin Radončić,1101596243
Alen Šeranić,1111537511
Uglješa Uzelac,1003796992
Nezir Škaljić,1107435418
Ibrahim Spahić,995023876
Emir Suljagić,1065740656
Svetozar Pudarić,1107151585
Miloš Vukašinović,934652983
Daniel Kwele,1084843766
Michael Dingake,1084856043
James G. Haskins,1089282280
Tshenolo Mabeo,1084860922
Philip Matante,1084858391
Gomolemo Motswaledi,1092621711
Motsamai Mpho,1056631444
Sylvia Muzila,1092977456
Leetile Disang Raditladi,1102718757
Benjamin Thema,1089085673
Patrick van Rensburg,1113094894
Maria de Lourdes Abadia,1111422727
José de Abreu (politician),1097490839
Rafael Tobias de Aguiar,1074741594
Medeiros e Albuquerque,1097328483
Léo de Almeida Neves,1101145934
Simão Almeida,1099633172
Antônio Pinto Chichorro da Gama,1096806594
Cipriano Barata,1107774158
Irani Barbosa,1101926106
Jaison Barreto,1103547503
Djalma Bastos de Morais,1106062579
"Henrique de Beaurepaire-Rohan, Viscount of Beaurepaire-Rohan",1115822094
José Paulo Bisol,1103547561
Natália Bastos Bonavides,1110953316
João Francisco Inácio Brazão,1094855099
Amador Bueno,1034472026
Antônio Câmara,1099829944
Luiz Humberto Carneiro,1098842373
Izolda Cela,1102485000
Margarete Coelho,1103498671
Ivandro Cunha Lima,1098295043
João Cunha (politician),1100962574
Aécio de Borba,1098281596
José Abílio Silva de Santana,1112293020
Alércio Dias,1101206546
Délio dos Santos,1101206499
Ademar Frederico Duwe,1098597920
Elcione Zahluth Barbalho,1074736382
"Gastão d'Escragnolle, Baron d'Escragnolle",1063661693
Paulo Cesar Farias,1065573695
Emília Fernandes,1078521692
José Carlos da Silva Mayrink Ferrão,1085435249
Dalva Figueiredo,1087607148
Francisco Julião,1035689740
Jofran Frejat,1102181607
Edmundo Galdino,1112253425
Joaquim Gomes de Souza,1069184517
Abdul Hamid Sebba,1111084208
Jutahy Júnior,983207788
Joaquim Gonçalves Ledo,1071023786
Antônio Leite Andrade,1101206516
Alceste Madeira,1099410153
Beto Mansur,1113576505
Horácio de Matos,1088164926
Sandra Meira Starling,1099835037
Gerardo Melo Mourão,1098005745
Guilherme Melo (politician),1099445119
Murilo Melo Filho,1102568805
Cândido Mendes de Almeida,1097155280
Gilmar Mendes,1106136142
Edmur Mesquita,1094838035
Miguel Couto,1035994107
Claudio Modesto,994272220
Armando Monteiro (politician),1098295517
Carlos Eduardo Moreira Ferreira,1087824575
Pedro Soares Muñoz,1096764969
Dora Nascimento,1028740301
Carlos Neder,1102908883
Domingos Gomes de Aguiar Neto,1109245420
"Manuel Luís Osório, Marquis of Erval",1110318599
Hildebrando Pascoal,1088472912
Astrojildo Pereira,1083304045
Joaquim Alvaro Pereira Leite,1114125901
Jorge Picciani,1099308847
Francisco José Pinheiro,1089344947
Mario Pinotti,1033871516
Henrique Pizzolato,940662779
Plínio de Arruda Sampaio Jr.,1100471665
Irondi Pugliesi,1111085644
Eusébio de Queirós,1091204382
Ratinho (TV presenter),1114298116
Marco Antonio Raupp,1098664390
Robert Rey (plastic surgeon),1112518148
Ary Rigo,1100211750
Antônio Ricardo dos Santos,1028742803
Euclides Scalco,1101357504
Aldo Schneider,1092981443
Augusto Severo de Albuquerque Maranhão,1033155129
"José Manuel da Silva, Baron of Tietê",1094131544
Fabiano Silveira,1097157218
Jose de Sousa Campos,1015210781
"Irineu Evangelista de Sousa, Viscount of Mauá",1115824782
"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",1097159430
Aureliano Cândido Tavares Bastos,1001957115
Juarez Távora (general),1094239935
"Antônio de Queirós Teles, Baron of Jundiaí",1014343460
Evaristo da Veiga,1106429833
Luís Viana Neto,1097160637
André Zacharow,1103029055
Aleksandar Alekov,1106388347
Anyu Angelov,1109005189
Dolores Arsenova,994730790
Atanas Atanasov (politician),1102528583
Hristo Atanassov,1076172488
Jonas Basanavičius,1111267587
Alexander Bogoridi,1114426710
Vasil Chichibaba,969578159
Vladimir Damgov,1086786118
Ivan Dimov (scientist),931453017
Valentin Fortunov,1032125290
Kristalina Georgieva,1115833345
Ivancho Hadzhipenchovich,1029652571
Aleksi Ivanov,1105069303
Georgi Ivanov (mayor),937372283
Ljubica Ivošević Dimitrov,1070575609
Grozdan Karadzhov,1066070185
Vladimir Karolev,1115721370
Georgi Kirkov,1005695384
Spiro Kitinchev,1063738922
Kalina Konstantinova,1104793980
Kostadin Kostadinov (professor),1110428529
Gavril Krastevich,1081400175
Nikola Lazarov,1055871409
Ivan Marazov,917237234
Venko Markovski,1114988749
Sebihan Mehmed,1092778647
Ilian Mihov,1115721901
Nikola Minchev,1114820940
Plamen Panayotov,1096862893
Vladislav Panev,1054474125
Asparuh Panov,1022365931
Daniel Panov,1077856970
Aleksandar Paunov,1003790540
Kiril Petkov,1114126346
Ivan Stanchov,1100259796
Hristiana Todorova,1097213735
Borislav Tsekov,1098837966
Tsvetko Boboshevski,1013781277
Velko Valkanov,1060696696
Ventsislav Varbanov,1108228084
Damyan Velchev,1104678360
Svetoslav Vitkov,1088561141
Mincho Yovchev,1101186643
Martin Zaimov,1083075073
Dragomir Zakov,1112779696
Nayden Zelenogorski,1088342299
Boureima Badini,1066047125
Blaise Bassoleth,1050043776
Nazi Boni,1076793254
François Compaoré,1108463297
Daniel Ouezzin Coulibaly,918075025
Toubé Clément Dakio,1053333514
Elise Foniyama Thiombioano Ilboudo,1062255717
Frédéric Guirma,1053332359
Emile Ilboudo,1053332274
Zinda Kaboré,1050917887
Christophe Kalenzaga,951757578
Joséphine Ki-Zerbo,1108677667
Begnon-Damien Kone,1026369404
Kouamé Lougué,1066098405
Jean-Baptiste Natama,1115090605
Jean-Baptiste Ouédraogo,1105203937
Mamadou Ouédraogo,1021835192
Pargui Emile Paré,1109114806
Filippe Savadogo,1099231025
Nouhoun Sigue,1053333064
Diongolo Traore,861250146
Maurice Yaméogo,1105869651
Saye Zerbo,1067927039
Domine Banyankimbona,1069455389
Joseph Biroli,1091158074
Joseph Butore,1021128901
Joseph Cimpaye,1080421208
Edouard Nduwimana,1032468586
Gervais Nyangoma,1080903489
Aimée Kanyana,1032854364
Gérard Mfuranzima,1059652996
Alain Mutabazi,1042900537
Cyrille Ndayirukiye,1099827364
Révérien Ndikuriyo,1105613739
Eustache Ngabisha,1096057884
Léonce Ngendakumana,956640760
Marie Chantal Nijimbere,1081391171
Tharcisse Niyongabo,1040979617
Gabriel Nizigama,1017380720
Ancilla Ntakaburimvo,1038438954
Jean-Baptiste Ntidendereza,1091156761
Ririkumutima,1103261297
Agathon Rwasa,1089496637
Imelde Sabushimike,1046251467
Albert Shingiro,1088693789
Cyriaque Simbizi,1080578027
Alexis Sinduhije,1092395127
Ang Vong Vathana,1106363571
Bun Chanmol,1109177249
Chem Snguon,1059573671
Chhan Sokhom,1059573770
Chuon Saodi,1059573024
Duong Sam Ol,1094852239
Ieu Koeus,1107109489
Khem Veasna,1109114751
Kou Roun,1059572876
Daran Kravanh,1096672232
Lon Nil,1059582440
Ly Khvan Pan,1059572637
Mao Ayuth,1099980718
Neav Sithong,1059563159
Ngoun Chhay Kry,1059567048
Norodom Norindeth,1097718042
Norodom Phurissara,1059276168
Oung Ouen,1079121769
Phlek Chhat,1059566416
Ponn Vongs Vaddey,1059574324
Say Phouthang,1059582575
Sisowath Youtevong,1107113292
So Nem,1111929288
Tep Hun,1081916038
Tep Phan,1059565834
Thiounn,1108028340
Touch Kim,1068185468
Truong Cang,1067944733
Tuot Saron,1059582752
Uch Ven,1059582941
Uk Vithun,1064744142
Ung Hong Sath,1094819140
Veng Sakhon,1114970454
Yat Hwaidi,1081234427
Vincent de Paul Ahanda,1083376451
Lawrence Fonka Shang,1041211681
Victor Fotso,1102345166
Séraphin Magloire Fouda,1009662257
Njomgang Isaac,1108440685
Augustine Ngom Jua,1040317165
Pierre Kotouo,948427004
Ibrahim Mbombo Njoya,1112559227
Ousmane Mey,1017007525
Victor Mukete,1098691243
Bernard Muna,1108720863
Pierre Ngayewang,1015516439
John Ebong Ngole,1108422427
Victor Anomah Ngu,1112931112
Dorothy L. Njeuma,1067488532
Bernard Njonga,1098278415
Arouna N'Joya,1021209755
Edouard Nomo-Ongolo,1115394556
Antoine Ntsimi,1021211954
André Ngongang Ouandji,1021209594
Paul Pondi,1021211934
Félix Sabal Lecco (politician),1051804573
François Sengat-Kuo,1021210005
Félix Tonye Mbog,1097564213
Kah Walla,1092436663
José Manuel Gomes Andrade,1081053284
Honório Barreto,973826987
Fernando Elísio Freire,1069455161
Pedro Fernandes Lopes,1084646808
Paulo Rocha (Cape Verde politician),1093958730
Arlindo do Rosário,1101613422
Gilberto Correia Carvalho Silva,1101613548
Luís Filipe Tavares,1065001801
Carlos de Vasconcelos,1093959761
Abraão Vicente,1059495714
Alexandre Banza,1112157049
Jean-Bédel Bokassa,1113784938
Antoine Darlan,1070323425
Georges Darlan,1090255799
Catherine Denguiadé,1113661673
Henri-Marie Dondra,1112811274
Saif Durbar,1033150087
Hassan Al Habib,988829581
Rodolphe Iddi Lala,1115556145
Désiré Kolingba,1100414331
Karim Meckassoua,1042724644
Abakar Sabon,1062856588
Levy Yakete,1036618742
Achta Ahmat Bremé,1100448797
Mohamed Bechir-Sow,1112094658
Christian Georges Diguimbaye,1106463141
Firmin Djidingar,1054942760
Roger Djikisna,1010288821
Arabi El Goni,1050732839
Acheikh Ibn-Oumar,1115564327
Hinda Déby Itno,1111863464
Mahamat Djarma Khatir,952741451
Oueddei Kichidemi,1096370089
Alphonse Kotiga,1108077983
Baba Laddé,1106278873
Nadji Madou,872461806
Mariam Mahamat Nour,1077898049
Laoukein Kourayo Médard,872513852
Abbo Nassour,1115564144
Tahir Hamid Nguilin,1085015143
Gontchomé Sahoulba,1100566547
Quatre Sou Quatre,1010289028
Djimadoum Tiraina,1112094593
Saadie Goukouni Weddeye,1115480119
Patricio Achurra,1063051282
Hermes Ahumada,1061888618
Felipe Alessandri,1115021687
Lidia Amarales,1109042122
Ximena Anza,1107215667
Aurora Argomedo,1060990009
Claudio Arredondo,1098030047
Francisco Astaburuaga Cienfuegos,1097538961
Camilo Ballesteros,1097131738
Jaime Bassa,1097539409
Alexandra Benado,1096936718
Diego José Benavente,1069288880
Harald Beyer (politician),1094177814
José Luis Cabión,1111860853
Mauricio Cataldo,1115156426
Juan Chandía,1085403808
Eduardo Charme,1037350216
Fernando Cordero Rusque,1103478298
Juan de Dios Correa de Saa,1037542204
Álvaro Covarrubias,1087840742
Miguel Cruchaga Tocornal,1061889467
Pedro Nolasco Cruz Vergara,1097565855
Mario Desbordes,1112783373
Jorge Dip,1095852077
Jose Fernandez Dubrock,1095758707
Julio Durán,1097570287
Adolfo Eastman,1038273100
Rojo Edwards,1115021831
Juan Egaña,1060973836
Diego Elizondo Prado,1037492111
José Maza Fernández,1097589388
Ángel Flisfisch,1111776342
"Pablo Galdames (footballer, born 1974)",1103181135
Jaime Gazmuri,1110097739
Isabel Godoy,1036631728
Lidia González,1090166891
Hugo Gutiérrez Gálvez,1088424535
"David Henríquez (footballer, born 1977)",1106626625
Alejandra Bravo Hidalgo,1097579028
Checho Hirane,1077893937
Aucán Huilcamán,1049163977
Daniel Jadue,1115056871
Liliana Jadue,1108033983
Felipe Kast,1115707992
José Rafael Larraín,1051093031
Fernando Lazcano Echaurren,1037353335
Antonio Leal Labrín,1101221172
Carlos Maldonado Curti,1108666802
Enrique Maluenda,1111424266
Graciela Mandujano,1063237992
Nicolás Marambio,1061889202
María de los Ángeles de la Paz Riveros,1109014330
María Silvia Correa Marín,1115090404
Juan José Martin Bravo,1084670911
Ricardo Matte,1062948637
Sergio Melnick,1076225732
Adolfo Millabur,1069138774
Vlado Mirosevic,1108584301
José Musalem Saffie,1108500041
Silvestre Ochagavía Echaurren,1037355246
Manuel Ossa Ruiz,986980123
Manuel José Ossandón,1083220118
Enrique Oyarzún Mondaca,1037344949
Luis Palacios Rossini,1097606858
Héctor Parra (footballer),1114844859
Guillermo Pérez de Arce,1061888273
Bernhard Eunom Philippi,1030957748
Germán Picó Cañas,1097609170
Tancredo Pinochet,1040302707
Jaime Pizarro,1115152029
Roberto Poblete,1060171802
Jenaro Prieto,1037392606
Catalina Pulido,1073813699
Bárbara Rebolledo,1068434440
Patricio Rey Sommer,1084819799
Jennifer Rojas,1096045044
Sergio Romero Pizarro,1061890038
Marcela Sabat,1084348581
Miguel Schweitzer Walters,1097635165
Bárbara Sepúlveda Hales,1104248309
Loreto Silva,1011248294
Waldo Silva,1037354612
Isidro Solís,1103628118
Ramón Subercaseaux Vicuña,1089081472
Manuel Antonio Tocornal,1037489055
José Francisco Urrejola,1069290613
Francisco Valdés Vergara,1037357324
Margarita Vargas López,1104834588
Ramón Vega Hidalgo,988502241
Leonardo Véliz,1115103114
Juan de Dios Vial del Río,1101140615
Hernán Videla Lira,1061888375
Carlos Walker Martínez,1097644966
Chris Watson,1110011348
Sergio Zarzar Andonie,1037723664
Hugo Zepeda Barrios,1083240431
Lu Feng (politician),1099564364
Zhang Lin (general),1107852480
José Manuel Restrepo Abondano,1104908488
Yahir Acuña,1032240920
Iván Darío Agudelo,1098122834
Carlos Mario Álvarez,1088725993
Julio Arboleda Pombo,1012185591
Germán Blanco Álvarez,1111020487
Manuel José Bonnet,1087063772
Gloria María Borrero,1098124330
José Eusebio Caro,1089000402
Iván Cepeda,1104834600
Vicky Colbert,1091117036
Alfredo Cuello Baute,1069156229
Alfonso Dávila Ortiz,1113714301
Luis Eduardo Díaz Granados,1110442663
Olga Duque de Ospina,1109585707
Eduardo Enríquez Maya,1098426482
Miguel Amín Escaf,1093469846
Juan Carlos Esguerra Portocarrero,1098142521
Juan García del Río,1093469869
Daniel García-Peña,1115014530
Enrique Gil Botero,1098143608
Guillermo González (politician),1100266370
Bernardo Guerra Serna,1098592157
Carlos Mauro Hoyos,1093469494
Augusto Ibáñez Guzmán,1110600534
Gilma Jiménez,1069225684
Roberto Junguito,1101933538
Maria Claudia Lacouture,967534978
Rodrigo Lara,1108143692
Rodrigo Hernán Lloreda Caicedo,1098157236
Francisco José Lloreda Mera,1115843253
Fernando Londoño,1108751103
Jorge Eduardo Londoño,1106087943
Lorenzo Muelas,1108518143
David Luna Sánchez,1105236330
Iván Marulanda,1099901662
Carlos Eduardo Medellín Becerra,1101582912
Germán Montoya Vélez,1028093034
Narciso Matus Torres,1093468993
Elsa Noguera,1113697578
Antonio Ordoñez-Plaja,1069205558
Fernando Ospina Hernández,1099438511
Enrique Parejo González,1102081415
Carlos Pizarro Leongómez,1110236454
Daniel Quintero,1097150360
Juan Camilo Quintero,1015926064
Manuel María Ramírez Fortoul,1009609097
Juan José Reyes-Patria Escobar,1110346302
Jorge Enrique Robledo,1104503680
Ángela Robledo,1101671356
Antonio Roldán Betancur,1091776306
Gabriel Camargo Salamanca,1115402463
Juana de J. Sarmiento,1057118875
Yaneth Giha Tovar,1109010810
Eduardo Valencia Ospina,1112726542
José María Vergara y Vergara,1069225799
Luis Villar Borda,1098170341
Luis Carlos Villegas Echeverri,1039895903
Mouzawar Abdallah,1045629825
Moustadroine Abdou,1112938235
Ibrahim Aboubacar,1104075788
Mohamed Ahmed-Chamanga,962865723
Saïd Ibrahim Ben Ali,1051416555
Mohamed Bacar,1045488214
Chamina Ben Mohamed,1091671184
Saïd Mohamed Cheikh,1036446434
Mohamed Dahalani,1070905174
Dawiat Mohamed,1112068629
Ahmed Ben Said Djaffar,1103330010
Abdou Soulé Elbak,1039771007
Fahmi Said Ibrahim,936630092
Gaston Feuillard,906903655
Siti Kassim,1112069104
Said Ali Kemal,1054672013
Sittou Raghadat Mohamed,1069963767
Djaffar Ahmed Said,1112420866
Abdallah Said Sarouma,1043132737
Moussa Toybou,790006774
Léon Angor,1077197673
Joseph Badiabio,1034243441
Frédéric Bintsamou,1058667713
Jean-Jacques Bouya,1105758730
Anatole Collinet Makosso,1103554666
Edgard Diafouka-Bambela,1106259287
Fidèle Dimou,1106164994
Gabriel Entcha-Ebia,1106165202
Gabriel Valère Eteka Yemet,1099409330
Albert Fourvelle,826516065
Pascal Gamassa,1058791873
Pierre Goura,1093895340
Gustave Aba-Gandzion,1109342095
Joseph Hondjuila Miokono,1110821843
André Kerhervé,938502932
Pierre Mabiala,1103554982
Alice Mahoungou,1045092171
Paulin Makaya,1112682469
Jean-Pierre Makouta-Mboukou,1043693914
Jean Malonga,1079975770
André Matsoua,1112277858
Ferdinand Mbahou,1016976234
Justin Mikolo-Kinzonzi,1110228735
Bonaventure Mizidy,976591922
Émile Mokoko Wongolo,1106513766
Jean-Marie Mokoko,1084934250
René-Dambert Ndouane,934383492
Jean-Dominique Okemba,1080590362
Denis-Christel Sassou Nguesso,1112420082
Arlette Soudan-Nonault,1112681568
Jean Félix Demba Telo,1106155664
Abel Thauley-Ganga,1108165600
Georges Yhambot,1109906450
Jean Andeka,1053665857
Daniel Aselo Okito,1100883853
Bertrand Bisimwa,1053663824
Adam Bombolé,1104298921
Célestin Cibalonza Byaterana,1053664162
Martin Parfait Aimé Coussoud-Mavoungou,1097239808
Emmanuel Dungia,1060647113
Ferdinand Essandja,995332258
Lugi Gizenga,1107018797
Clovis Kabongo Malemba,1053664088
Odilon Kafitwe wa pa Bowa,1063619600
François Nicéphore Kakese,1053664863
Kalenga Riziki Lwango II,1054264870
Jean Collins Musonda Kalusambo,1053665874
Norman Kamosi,1066002475
Oscar Kashala,1087269353
Banyingela Kasonga,1112278142
Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446
Jacques Kazadi,1102558299
Léon Kengo wa Dondo,1084896531
Robert Kidiaba,1105743947
Seth Kikuni,1001659466
Jean-Pierre Lola Kisanga,1108329438
Delphin Kyubwa,1053664236
Gabriel Kyungu wa Kumwanza,1099410445
Eric Lenge,1053664625
Faustin Luanga,1086274369
Guy-Patrice Lumumba,1086692776
Sultani Makenga,1097897658
Angèle Makombo,1081392396
Christian Malanga,1106277637
Franck Mwe di Malila,1053664857
Anne Mbusu,1101655545
Munga Mibindo,1058408130
Emile Mota,1106209048
Josué Alex Mukendi,1053666052
Daniel Mukoko Samba,1106989449
Paul-Joseph Mukungubila,1105617422
Medard Mulangala,1101726096
Didier Mumengi,1074734394
Kasongo Munganga,1105966047
Jean-Claude Kazembe Musonda,1098805559
Jules Mutebusi,1092041837
Laurent Nkunda,1082692191
Victor Promontorio,1087110784
Jean-Marie Runiga,1053665820
Alain Daniel Shekomba,1104802428
Koloso Sumaili,1053666295
Noël K. Tshiani Muadiamvita,1108163676
Emery Wafwana,1092371503
Emmanuel Weyi,1114586215
Florentino Alfaro Zamora,956286846
Alejandro Alvarado García,1003975565
Antonio Saldaña,1093440482
Armando Aráuz Aguilar,1096079605
Birche,953393149
Tranquilino de Bonilla y Herdocia,1076002437
Juan José de Bonilla y Herdocia,956293523
Miguel de Bonilla y Laya-Bolívar,1049728557
Stephan Brunner,1103928769
Florencio del Castillo,1069435039
Paola Vega Castillo,1107984404
Ramón Castro y Ramírez,956293548
Ricardo Castro Beeche,1099192652
Teodoro Willink Castro,1108137810
José Joaquín Chaverri Sievert,956297870
José Miguel Corrales Bolaños,1106097216
Correque,1060409498
Aquileo J. Echeverría,1077703728
El Guarco,982203872
Narciso Esquivel y Salazar,956293456
Alberto Fait Lizano,1095090935
Gerardo Gómez Ramírez,942924505
Joaquín Gutiérrez,1054520061
Gerardo Guzmán Quirós,956298558
Joaquín de Iglesias Vidamartel,956293531
Bernal Jiménez Monge,1099703699
Ramón Jiménez y Robredo,956297739
King Garabito,953412068
Pedro María León-Páez y Brown,1060701173
Óscar López (politician),1108071893
Juan de los Santos Madriz y Cervantes,979296974
Marvin Calvo Montoya,1112206196
Félix Arcadio Montero Monge,1097535044
Sonia Marta Mora Escalante,1082026885
José Joaquín Mora Porras,1066725232
Mary Munive,1103929222
Rafael Moya Murillo,956297821
María Teresa Obregón Zamora,1062414934
Juan de Obregón y Espinosa,1111778447
Rodrigo Oreamuno Blanco,1090060729
Joaquín de Oreamuno,1096820977
Rafael Francisco Osejo,1034464885
Pablo Presbere,1094432381
Eugenio Padilla Bonilla,994446675
